artist_id,artist_name
b2ee7263-dbb6-455b-8a7c-23082181c901,Harrison Storm
afbc1e77-b84b-4438-8b03-6c1be38880cb,Digital Base
efda0fad-9444-4110-8c99-9489d98c2a43,Ruby Turner
81f795ac-e254-4e6a-8dab-67e8f8513172,Jeff Foxworthy
dcf98730-e5b7-468a-998d-fd9dfd6d5002,Skillet
62713acb-6a6c-455d-91a4-6378a5d867fb,Sleepy Moon
261f9d08-dabb-44bf-a45d-9727c0adb168,Eric 'ET' Thorngren
52501dce-f357-4bae-a699-dbe55ba7c2b3,Dark Sarah
7e2ccd93-911c-4c17-bc38-36c24ea557fb,Xyclone
6fc5447f-f8f3-455b-ba32-31f2fb38ed43,Miles Davis
bedc9ffc-8b60-4bc6-9497-d9ca9db61365,Adrian Sherwood
43222e2b-bab5-42b8-9f3e-e4da0c61bbf4,General Midi
8e0002eb-46d4-4375-a231-5f32426ba0b7,Swattrex
72e25b5d-f468-4514-ac9b-c29be788a88c,Ronald Brautigam
430185c1-dc22-4e93-b628-9bbcfbf121f5,DJ Ham
a7df62bd-508b-4b88-8d72-e3f013e3c6e5,Simone & Simaria
aa0406f3-2b1b-4e32-a493-930cc41d10b2,Marea
68cb5600-a634-4324-a5f6-0dd30156166d,Paulo Diniz
63a18624-5444-4c7f-bfba-bb02070be0c2,Armando Pontier y su Orquesta
d78972fb-437d-4967-a19f-aa41e51526ae,"Luis Angel ""El Flaco"""
9e7c0d55-9a2a-4117-9111-e4f188deb5e5,Martin Gallop
dfd21dda-ead0-4631-8d7b-d51324a2bd74,Rahzel
fdecc5c1-4a65-481b-a6ae-2bc363f815bf,Louchie Lou
843bbcbf-cb86-4b77-b17f-7e141b77a953,Müzeyyen Senar
fab0961d-1c21-446a-aec3-881726e3b1f0,Justin Martin
f72c9007-15c3-4ce9-be98-6ad3d45b10a0,Ricky KK
5733c8f1-eaa0-467d-b46c-b73df16196e4,Neha Kakkar
22a31081-4825-4a61-8011-621dfb8f63a4,Aleksey Glyzin
392b3852-3807-4f87-8813-4de83aa1860a,Rolandz
2c1fd9b6-0af0-4da8-b1f1-650494117e34,Big Tiny Little
da15ceeb-7154-49c6-a35a-2a39799c5962,Sumi Jo
ed404c64-4b79-4287-bff3-42bdb3c064a6,Aaron Richards
06638691-644b-49cb-ac69-99f89454bd6e,Milly Explosão
e5a0db9b-c341-48e4-a440-4e4c28cb9c79,Markus Richter
b651dd8e-a7d0-4a6e-84b3-a62b6d583460,Tmsoft’s White Noise Sleep Sounds
3123af5d-d305-40b5-b33a-fef28065b962,Thelma Aoyama
84b1f0f4-5e7d-44f5-b8d7-ab522bbd9cf4,Sakura Fujiwara
24c668d8-26aa-4f02-a45c-a983f759797a,Ozzy Osbourne
a2d4a539-5cd1-463a-881b-3be49604852e,Faime
539e4660-0de4-457f-8989-c7a6b35752ee,Haritha Jyothi
1e6f67f7-6bb1-432c-a54b-7462a8627f59,Gaullin
e4d5a570-01ab-4905-bdba-9eaebdbcdc16,Viva Music Publishing Inc.
adca8d92-6a71-4922-9572-1be6c4d819e0,Ison & Fille
c6a2875c-4169-4b43-a607-dd04db35b0fb,Syren
701028c1-e26b-41c7-8b39-b61356eb2eb5,The 20 Belows
24614ae0-eb95-41c1-870b-be81336182bc,Deep Sleep & Relajacion Del Mar
8751dc42-54df-48ba-b91c-4613834e2b92,Born I
0875662e-b5f6-4129-86a2-98e9255be28c,SHELLS
28694a9e-97ee-42fa-b859-558223b09aa1,Calm Children Collection
d189cdb3-d892-49fc-a0d2-48e8c4cfa06f,Susana Rinaldi
85fc7a06-d4dd-433e-a7fd-7169ddc519ef,スカート
88ec1517-7909-4db9-8658-bd46723ebc40,Joel Grind
82201e6c-06ef-4ded-a7d3-99aed2e53368,Chris Cornell
baf517e8-0dd4-40b4-bde1-5142e374a55b,Young Lime
ba761e86-d197-4ad0-9d8b-2e478e4a38ca,Franko
7c781cdb-deff-4920-a34d-f49506d0c762,Orestes Cufaro
6f4d74ca-3321-4f0f-bd9a-92568979fbcb,Mc Offside
4d81f3cc-c1d1-4799-8c25-6abb9233969f,Chris Coleman
8cf408fa-9dea-422c-9f8d-cbb60d59e201,Mark Van Dale
2e803a6b-81cd-42ae-97c5-09ee8dfb500c,Sleep Surgeon
078b7911-a7fb-489f-b3a7-e63449783c3a,Vulvodynia
780e3f5f-2efa-458d-b69d-cadc3c0ea37d,黃妃
8372e291-4cde-4d7d-bd4a-13892db1616d,Yawning Portal
79472ada-3897-4481-a0c1-095ce481a94f,Rest & Relax
dc2c26fa-74bf-446d-bd0f-3f9730801178,King Stingray
40c9ee99-5515-4d3f-ae13-b31ceba7baac,Sagat
792dd3fe-6e1e-4b9e-b0f0-9a183aa507cd,DEATH CODE
